Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Utara,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-10-2018,Oct-10-2018,,,persons,23,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-10-2018,Oct-10-2018,,,persons,29,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-11-2018,Oct-11-2018,,,persons,65,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Barat,Sibalaya Barat,Health,Health,Completed,Distribution,Oct-22-2018,Oct-22-2018,,,items,30,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya,Rt. 2 Desa Sibalaya,WASH,WASH,Completed,Distribution,Oct-05-2018,Oct-05-2018,,,litres,4000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Lambara,Tempat Pengungsian,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,5500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Lambara,Tempat Pengungsian,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Utara,Sibalaya Utara,WASH,WASH,Completed,Distribution,Oct-12-2018,Oct-12-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Dusun 3 Rt 2,WASH,WASH,Completed,Distribution,Oct-12-2018,Oct-12-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Sibowi,WASH,WASH,Completed,Distribution,Oct-13-2018,Oct-13-2018,,,litres,17000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Dusun 3,WASH,WASH,Completed,Distribution,Oct-14-2018,Oct-14-2018,,,litres,12500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Utara,Dusun 1 & 2,WASH,WASH,Completed,Distribution,Oct-14-2018,Oct-14-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Lambara,Lambara,WASH,WASH,Completed,Distribution,Oct-15-2018,Oct-15-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Lambara,Lambara,WASH,WASH,Completed,Distribution,Oct-16-2018,Oct-16-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Sibowi,WASH,WASH,Completed,Distribution,Oct-16-2018,Oct-16-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Sibowi,WASH,WASH,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Utara,Sibalaya Utara,WASH,WASH,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,litres,3500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Sibowi,WASH,WASH,Completed,Distribution,Oct-22-2018,Oct-22-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Utara,Sibalaya Utara,WASH,WASH,Completed,Distribution,Oct-06-2018,Oct-06-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibowi,Sibowi,WASH,WASH,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya Utara,Sibalaya Utara,WASH,WASH,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Tanambulava,Sibalaya,Lokasi Pengungsian,WASH,WASH,Completed,Distribution,Oct-05-2018,Oct-05-2018,,,items,100,,jerry can
PMI,,Red Cross/Red Crescent,Donggala,Tanantovea,Wani I,Lumbung Petigo,Health,Health,Completed,Mobile clinic,Oct-04-2018,Oct-04-2018,,,persons,113,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Tanantovea,Nupa bomba,Nupabomba,Health,Health,Completed,Mobile clinic,Oct-11-2018,Oct-11-2018,,,persons,24,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Palu,Tatanga,Palupi,Palupi,Health,Health,Completed,PSS,Oct-10-2018,Oct-10-2018,,,persons,16,,PSS for persons
PMI,,Red Cross/Red Crescent,Palu,Tatanga,Boyaoge,Lapangan Kalawara,WASH,WASH,Completed,Distribution,Oct-08-2018,Oct-08-2018,,,litres,3500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Tatanga,Palupi,Puskut Palupi,WASH,WASH,Completed,Distribution,Oct-23-2018,Oct-23-2018,,,litres,15000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Tawaeli,Panau,Panau,Health,Health,Completed,Mobile clinic,Oct-11-2018,Oct-11-2018,,,persons,18,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Palu,Tawaeli,Pantoloan,Pantoloan,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,1000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Tawaeli,Lambara,Dusun Bosa,WASH,WASH,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Tawaeli,Pantoloan,Camp. Pengungsian,WASH,WASH,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,litres,4500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Tawaeli,Panau,Panau,WASH,WASH,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,litres,2000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Tawaeli,Panau,Panau,WASH,WASH,Completed,Distribution,Oct-21-2018,Oct-21-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Tawaeli,Panau,Arah Pantai Barat Taweli,WASH,WASH,Completed,Distribution,Oct-23-2018,Oct-23-2018,,,litres,15000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Tawaeli,Mpanau,Dusun Kadongo,WASH,WASH,Completed,Distribution,Oct-12-2018,Oct-12-2018,,,items,202,,jerry can
PMI,,Red Cross/Red Crescent,Palu,Tinangkung Selatan,Kampung Baru,Markas Pmi Palu,Health,Health,Completed,Mobile clinic,Oct-04-2018,Oct-04-2018,,,persons,62,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Tipo,Rt 001/ Rw 001,Health,Health,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,items,53,,hygiene kit
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Tipo,Rt 002 / Rw 001,Health,Health,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,items,60,,hygiene kit
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Tipo,Tipo,Health,Health,Completed,Mobile clinic,Oct-11-2018,Oct-11-2018,,,persons,46,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Kantor Kelurahan Silae,Health,Health,Completed,Distribution,Oct-25-2018,Oct-25-2018,,,items,356,,mosquito net
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Btn Silae Rumah Pak Rw 05,Health,Health,Completed,Distribution,Oct-25-2018,Oct-25-2018,,,items,111,,mosquito net
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Birobuli Utara,Pengungsi Bmkg,WASH,WASH,Completed,Distribution,Oct-06-2018,Oct-06-2018,,,litres,1000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Silae,WASH,WASH,Completed,Distribution,Oct-07-2018,Oct-07-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Silae,WASH,WASH,Completed,Distribution,Oct-08-2018,Oct-08-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Donggala Kodi,Donggala Kodi,WASH,WASH,Completed,Distribution,Oct-12-2018,Oct-12-2018,,,litres,1500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Silae,WASH,WASH,Completed,Distribution,Oct-14-2018,Oct-14-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Camp. Silae Winners,WASH,WASH,Completed,Distribution,Oct-22-2018,Oct-22-2018,,,litres,9500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Camp Silaewinners,WASH,WASH,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Camp Silaewinners,WASH,WASH,Completed,Distribution,Oct-20-2018,Oct-20-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Camp Silaewinners,WASH,WASH,Completed,Distribution,Oct-21-2018,Oct-21-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Kantor Kelurahan Silae,WASH,WASH,Completed,Distribution,Oct-25-2018,Oct-25-2018,,,items,356,,jerry can
PMI,,Red Cross/Red Crescent,Palu,Ulujadi,Silae,Btn Silae Rumah Pak Rw 05,WASH,WASH,Completed,Distribution,Oct-25-2018,Oct-25-2018,,,items,111,,jerry can
PPNI,,National NGOs,Sigi,Marawola,Beka,RH tent,Health,Reproductive Health,Completed,MISP orientation,Oct-22-2018,Oct-22-2018,,,Midwives,4,ARH services,MISP socialization
PPNI,,National NGOs,Sigi,Marawola,Beka,Villager's house,Health,Reproductive Health,Completed,Education,Oct-25-2018,Oct-25-2018,,,Adolescent,25,Reproductive health services,Reproductive Health
PPNI,,National NGOs,Sigi,Marawola,Beka,Villager's house,Health,Reproductive Health,Completed,Training for counsellor,Oct-25-2018,Oct-25-2018,,,PKBI,18,Referral services for emergency obstetric case,Training
PPNI,,National NGOs,Palu,Palu Barat,Baru,WFS,Health,Reproductive Health,Completed,Education,Oct-23-2018,Oct-23-2018,,,IDPs,5,Reproductive health services,Education about contraceptives
PPNI,,National NGOs,Palu,Palu Barat,Baru,WFS,Health,Reproductive Health,Completed,Education,Oct-24-2018,24 Oltober,,,,20,ARH services,Reproductive Health
PPNI,,National NGOs,Palu,Palu Barat,Baru,WFS,Health,Reproductive Health,Completed,Counselling for adolescent,Oct-25-2018,Oct-25-2018,,,Adolescent,2,Reproductive health services,Breastfeeding counseling
PPNI,,National NGOs,Palu,Palu Barat,Baru,WFS,Health,Reproductive Health,Completed,Counselling,Oct-26-2018,Oct-26-2018,,,Adolescent girls,1,Reproductive health services,Menstruation counselling
PPNI,,National NGOs,Palu,Palu Barat,Balaroa,Villager's house,Health,Reproductive Health,Completed,Education,Oct-26-2018,Oct-26-2018,,,WoRA,6,Reproductive health services,Counselling on menstuation & menopause
PPNI,,National NGOs,Palu,Palu Barat,Balaroa,IDPs camp,Protection,Protection of  WomenÕs Rights,Completed,Reporting system,Oct-26-2018,Oct-26-2018,,,Houesewives,1,Strengthening the capacity of volunteer/service providers,Prepare chronologist for violence reprot and support for survivor
PPNI,,National NGOs,Donggala,Tanantovea,Wombo Kalonggo,PMI tent,Health,Reproductive Health,Completed,Education,Oct-27-2018,Oct-27-2018,,,Adolescent,46,Reproductive health services,RH counselling
Pulih/UNFPA,,National NGOs,Palu,Palu,,DPPPA Provincial Office,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support and Care for the caregivers,Oct-17-2018,Oct-17-2018,,,P2TP2A Networks: 24 woman. 4 man,,Psychosocial support,Awareness and councelling
Pulih/UNFPA,,National NGOs,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-11-2018,Oct-15-2018,,,Woman at reproductive age,4 Women and 14 Children,Psychosocial support,Awareness and councelling
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-11-2018,Oct-15-2018,,,Woman at reproductive age,14 Women and 31 Children,Psychosocial support,Awareness and councelling
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support and Care for the caregivers,Oct-16-2018,Oct-16-2018,,,"WFS Volunteers: 30 woman, 5 man",,Psychosocial support,Awareness and councelling
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,dinkes provinsi office,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-15-2018,Oct-15-2018,,,Woman at reproductive age,"11 female, 3 male",Psychosocial support,Psychoeducation and PFA
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,Vatulemo,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-15-2018,Oct-15-2018,,,Woman at reproductive age,28  female,Psychosocial support,psychoeducation and PFA
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,Vatulemo,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-15-2018,Oct-15-2018,,,Woman at reproductive age,2 female,Psychosocial support,conselling
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,Vatulemo,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-15-2018,Oct-15-2018,,,Woman at reproductive age,2 female,Psychosocial support,Psychodeucation
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,kantor dinkes kota,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-16-2018,Oct-16-2018,,,Woman at reproductive age,"18 female, 3 male",Psychosocial support,Psychoeducation
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-16-2018,Oct-16-2018,,,Woman at reproductive age,26 female,Psychosocial support,Training
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,DP3A office,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-17-2018,Oct-17-2018,,,Woman at reproductive age,24 female,Psychosocial support,Training  care for caregiver
Pulih/UNFPA,,National NGOs,Palu,Palu Timur,Besusu Timur,PKBI office,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial Support,Oct-18-2018,Oct-18-2018,,,Woman at reproductive age,"22teeneger (11 male, 11 female)",Psychosocial support,Training Psychosocial and PFA
UNFPA/KPKPST/YP/KPKPST,,UN Agencies,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,Protection of  WomenÕs Rights,Completed,Outreach,Oct-22-2018,Oct-28-2018,,,415 women and adolescent girls,,International NGOs,None-direct assessment
UNFPA/KPPST,,UN Agencies,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,Protection of  WomenÕs Rights,Completed,tent to tent outreach: Socialization about WFS service tent,Oct-17-2018,Oct-18-2018,,,"12 teenagers girls, boys 8 person, 7 woman, ",,Community Outreach,Masjid Agung Camp
UNFPA/KPPST/LIBU,,UN Agencies,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,Protection of  WomenÕs Rights,Completed,"assessment, coordination and Establish WFS",Oct-11-2018,Oct-15-2018,,,Woman at reproductive age,25% out of total IDPs population,WFS Establishment,WFS tent
UNFPA/KPPST/LIBU,,UN Agencies,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,Protection of  WomenÕs Rights,Completed,work plan and budget revision,Oct-17-2018,Oct-20-2018,,,Women and Girls,,Meeting Budget and Workplan for WFS Services in 8 tents,KPKPST office
UNFPA/KPPST/LIBU,,UN Agencies,Palu,Palu Selatan,Petobo,WFS Petobo,Protection,Protection of  WomenÕs Rights,Completed,"assessment, coordination and Establish WFS",Oct-11-2018,Oct-15-2018,,,Woman at reproductive age,25% out of total IDPs population,WFS Establishment,WFS tent
UNFPA/KPPST/LIBU,,UN Agencies,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Protection,Protection of  WomenÕs Rights,Completed,"assessment, coordination and Establish WFS",Oct-11-2018,Oct-15-2018,,,Woman at reproductive age,25% out of total IDPs population,WFS Establishment,WFS tent
UNFPA/KPPST/YP/KPKPST,,UN Agencies,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial support,Oct-22-2018,Oct-28-2018,,,"40 adolescent girls, 55 women",,International NGOs,None-direct assessment
UNFPA/KPPST/YP/Libu,,UN Agencies,Palu,Palu Barat,Balaroa and Sangurara,Balaroa,Protection,Protection of  WomenÕs Rights,Completed,Outreach,Oct-22-2018,Oct-28-2018,,,"53 adolescent girls, 140 women",,International NGOs,None-direct assessment
UNFPA/KPPST/YP/Libu,,UN Agencies,Palu,Palu Timur,Petobo,WFS Petobo,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial support,Oct-22-2018,Oct-28-2018,,,"79 adolescent girls, 127 women",,International NGOs,None-direct assessment
UNFPA/Libu Perempuan/YP/,,UN Agencies,Palu,Palu Timur,Petobo,WFS Petobo,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial support,Oct-22-2018,Oct-28-2018,,,149 women and adolescent girls,,International NGOs,None-direct assessment
UNFPA/Yayasan LIBU,,UN Agencies,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,Protection of  WomenÕs Rights,Completed,tent to tent outreach: Socialization about WFS service tent,Oct-17-2018,Oct-18-2018,,,Women and Girls,,Community Outreach,3 sites area relocation
UNFPA/Yayasan LIBU,,UN Agencies,Palu,Palu Selatan,Petobo,WFS Petobo,Protection,Protection of  WomenÕs Rights,Completed,tent to tent outreach: Socialization about WFS service tent,Oct-17-2018,Oct-18-2018,,,"13 female teenagers, 10 male teenagers, Female adult 7, male adult 7, 22 girls, 20 boys",,Community Outreach,Petobo Camp
UNFPA/Yayasan LIBU,,UN Agencies,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Protection,Protection of  WomenÕs Rights,Completed,"assessment, coordination and Establish WFS",Oct-11-2018,Oct-15-2018,,,Woman at reproductive age,,WFS Movement (Relocation area),WFS tent
WVI,,National NGOs,Palu,Lere Baru,,,Nutrition,IYCF-E,Completed,Pos Gizi/IYCF Counselling,,,,,,,,
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang,Lombonga,Kamp Lomboga,WASH,Hygiene,Completed,Distribution of Children pack - Hygiene kit,Oct-08-2018,Oct-08-2018,,,Children,150,,Children pack - Hygiene kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang,Lombonga,Kamp Lomboga,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-08-2018,Oct-08-2018,,,Households,150,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,Manimbaya,Posko Manimbaya,NFI/Shelter,Shelter,Completed,Distribution of bucket kit,Oct-19-2018,Oct-19-2018,,,Households,291,,Bucket kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,Manimbaya,Posko Manimbaya,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-19-2018,Oct-19-2018,,,Households,291,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,Rano,,WASH,Water,Completed,Sosialisasi penggunaan Distribution of Aquatab,Oct-24-2018,Oct-24-2018,,,Households,19,,Sosialisasi penggunaan aquatab
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,Walandano,Posko Walandano,NFI/Shelter,Shelter,Completed,Distribution of bucket kit,Oct-19-2018,Oct-19-2018,,,Households,287,,Bucket kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,Walandano,Posko Walandano,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-19-2018,Oct-19-2018,,,Households,287,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,PALAU,DESA PALAU,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-19-2018,Oct-19-2018,,,Households,240,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,POMOLULU,POMOLULU,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-22-2018,Oct-22-2018,,,Households,408,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,Manimbaya,Posko Manimbaya,Health,Health,Completed,Distribution of Mosquito net,Oct-19-2018,Oct-19-2018,,,Households,291,,Distribution of Mosquito net
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang Tanjung,Walandano,Posko Walandano,Health,Health,Completed,Distribution of Mosquito net,Oct-19-2018,Oct-19-2018,,,Households,287,,Distribution of Mosquito net
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Banawa,Boya,Boya,WASH,Hygiene,Completed,Distribution of Children pack - Hygiene kit,Oct-08-2018,Oct-08-2018,,,Children,44,,Children pack - Hygiene kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Banawa,Boya,Boya,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-08-2018,Oct-08-2018,,,Households,91,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Banawa,Losi Pesua,SDN 2 Banawa,Education,Education,Completed,TLS Set up,Oct-15-2018,Oct-15-2018,,,,,,TLS Set up
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Biromaru,Pombewe,Posko Pombewe Pos 3,Protection,Child Protection,Completed,"PFA & PSS,  CFS activities ",Oct-22-2018,Oct-22-2018,,,Children,126,,"PFA & PSS,  CFS activities "
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Dolo,Maku,Posko Maku,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-09-2018,Oct-09-2018,,,Households,133,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Dolo Barat,Kaleke,Posko Kaleke,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-09-2018,Oct-09-2018,,,Households,78,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Kota palu,Besusubara,,Health,Health,Completed,Waste Management,Oct-23-2018,Oct-23-2018,,,Households,5,,Waste Management
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Kota palu,Pengavu,,Health,Health,Completed,Waste Management,Oct-23-2018,Oct-23-2018,,,Households,70,,Waste Management
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Lolu,Sigi,,Health,Health,Completed,Waste Management,Oct-24-2018,Oct-24-2018,,,Households,37,,Waste Management
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Indivudual beneficiaries in Vatulemo,WASH,Hygiene,Completed,Distribution of Children pack - Hygiene kit,Oct-13-2018,Oct-13-2018,,,Children,2,,Children pack - Hygiene kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Indivudual beneficiaries in Vatulemo,WASH,Hygiene,Completed,Distribution of Family pack - Hygiene Kit,Oct-13-2018,Oct-13-2018,,,Households,2,,Family pack - Hygiene Kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,WASH,Hygiene,Completed,Distribution of Children pack - Hygiene kit,Oct-04-2018,Oct-04-2018,,,Children,16,,Children pack - Hygiene kit
Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,WASH,Hygiene,Completed,Distribution of Children pack - Hygiene kit,Oct-05-2018,Oct-05-2018,,,Children,53,,Children pack - Hygiene kit
